nmtf,als,0,0.4707091708285597,1,0
nmtf,als,1,0.3105016191311296,1,0
nmtf,als,2,0.3042981371585446,1,0
nmtf,als,3,0.30388662502001396,1,0
nmtf,als,4,0.3038492473572765,1,0
nmtf,als,5,0.30384565861817814,1,0
nmtf,als,6,0.303845311397661,1,0
nmtf,als,7,0.30384527776877446,1,0
nmtf,als,8,0.3038452745113208,1,0
nmtf,als,9,0.30384527419578256,1,0
nmtf,als,10,0.3038452741652171,1,0
nmtf,als,11,0.3038452741622565,1,0
nmtf,als,12,0.3038452741619698,1,0
nmtf,als,13,0.3038452741619416,1,0
nmtf,als,14,0.3038452741619392,1,0
nmtf,als,15,0.3038452741619392,1,0
nmtf,als,16,0.30384527416193907,1,0
